Age,Amount,bank,cardType,entry_type,gender,transaction,v1,v2,v3,v4,fraud
24,122.98,Bank0,Visa_Debit,magnetic,f,POS,1.75239238120545,-1.4504557403399598,0.641455070398548,1.0534941150604,0
37,9.99,Bank8,Visa,magnetic,f,ATM,-0.623188751548171,0.871139551592098,1.3655790507061598,-0.513030293491255,0
41,140.0,Bank3,Visa,magnetic,m,POS,-0.8365363145720279,-0.513190087053183,1.79731374766669,-1.2300872660775501,0
35,99.0,Bank5,Visa,chip,m,POS,-0.507569932956358,0.9417502000843521,1.2274830477552199,0.8573749579679449,0
42,0.89,Bank8,Visa_Debit,INTERNET,f,INTERNET,0.729251751661891,1.6477064981517198,-1.60410616448438,1.75844198554333,0
28,9.9,Bank1,Visa,INTERNET,m,INTERNET,-0.436655405467468,0.7006157672689309,-0.0497206437173554,-0.850179360108989,0
22,1.46,Bank8,Visa,INTERNET,m,INTERNET,-2.4682826033540297,2.0925008574373503,1.17342402012132,-1.9004869472306103,0
68,104.41,Bank1,Visa_Debit,chip,f,POS,2.02479923508391,-1.0112072696908,-2.13436225611377,-0.5902588117113929,0
57,36.0,Bank2,Visa_Debit,magnetic,f,ATM,1.1637481282832,-0.34404909599388694,-0.6653019086534749,0.447503268178206,0
73,1808.75,Bank6,Visa,chip,f,POS,-3.62698327100852,-5.59280242263553,-0.914714376017942,-0.410837972053139,0
58,54.9,Bank3,Master,chip,m,POS,1.24020865341491,-0.36789888169621004,0.31187631722150894,-0.450189454589472,0
31,19.95,Bank7,Visa,chip,f,ATM,1.38974924079549,-0.396980288366987,0.509457386153665,-0.6680020259230091,0
66,5.0,Bank2,Visa_Debit,magnetic,m,POS,-0.31502725339028004,1.83387635045511,0.0422028512837291,2.65927039005652,0
23,438.2,Bank7,Visa_Debit,chip,f,POS,-2.2817376694699196,2.03170451433116,0.479346303179444,-0.18019105151272602,0
65,10.0,Bank1,Master,internet,m,INTERNET,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,1
36,15.0,Bank9,Master_Debit,magnetic,f,ATM,-0.400661789273082,0.537449343055415,-0.801270776832907,-2.66493294849057,0
41,0.76,Bank2,Master,chip,f,ATM,0.352364611719004,1.20124867207709,-0.568065204926207,0.46062326228325107,0
70,63.53,Bank0,Master,INTERNET,m,INTERNET,1.91948103755339,-0.280638013749734,-1.38588656966609,0.36481833434973,0
37,1040.0,Bank11,Visa_Debit,chip,m,ATM,-2.29698749921502,4.06404334190313,-5.9577063451693295,4.68000806392241,1
65,115.31,Bank0,Visa,chip,f,POS,0.905006067891404,-0.7401394062979542,1.11666094584116,0.214365687081992,0
44,29.99,Bank7,Visa_Debit,INTERNET,f,INTERNET,-0.6615891393422679,0.6052659718483699,2.16381312611716,0.44759504208194895,0
71,285.25,Bank0,Visa_Debit,magnetic,f,POS,-3.2284894621844398,-1.9797511779550299,2.68872174510621,1.9320522491213301,0
26,24.9,Bank1,Master,chip,f,ATM,-0.978124626264918,1.70937716537318,0.993389294392836,2.2242962409237297,0
70,5.36,Bank0,Visa,chip,f,POS,0.027907508956348,0.8973372266232971,0.31090956873199893,-0.584206323188338,0
55,2756.03,Bank0,AmEx,INTERNET,f,INTERNET,-4.12843802559254,1.3092167618080601,-2.8506068965429803,0.217605920536365,0
37,37.92,Bank8,Visa,chip,f,ATM,-0.4643433542377429,0.7783059857495029,2.13917205789218,2.9831077375630497,0
45,42.0,Bank5,Visa,INTERNET,f,INTERNET,2.09997004079083,-1.7589458654120702,-0.9536740914404741,-1.8372373977179097,0
36,2529.2,Bank4,Visa,magnetic,m,ATM,-6.71340697159693,3.9211041520457597,-9.74667821737542,5.148262549380131,1
61,59.9,Bank2,Visa_Debit,INTERNET,m,INTERNET,1.90220786678797,-0.560857713947015,-0.30579354924747,0.5089428941293921,0
78,49.0,Bank6,Master_Debit,chip,f,ATM,1.8707494458587,-0.6835384839787039,-0.42193285444016704,0.37739903750679604,0
20,49.0,Bank6,Visa_Debit,chip,m,POS,1.4241597864192301,-1.1892898182773899,0.8436568579938141,-1.2785882306846499,0
77,12.99,Bank5,Visa_Debit,chip,m,ATM,-0.536109931869001,0.59925624180649,2.1545337048327,0.24347471370921203,0
52,4.99,Bank3,Visa,magnetic,f,ATM,1.13705275347691,-0.110468939442195,1.40052404592006,1.43190728188667,0
45,1.29,Bank12,Visa,INTERNET,f,INTERNET,2.05935176152736,-0.0612612028561057,-1.09577335289359,0.392287822280327,0
59,1.78,Bank3,Visa,chip,f,POS,1.31579054919352,-0.0329386205597445,-1.08976004398773,-0.557249849876897,0
34,4.5,Bank2,Visa_Debit,chip,f,POS,-0.790889959566405,-0.5721612183390009,2.27969463762668,-1.8938714552473102,0
30,8.98,Bank2,Visa,magnetic,f,ATM,1.18051331444111,0.21434382864808102,0.6214435743162271,0.6501819585337341,0
78,25.76,Bank0,Visa,INTERNET,f,INTERNET,1.10981743802963,-0.0416252279101777,0.234249393551068,1.2342349111534199,0
74,980.1,Bank1,Visa,chip,m,ATM,-5.41494022544132,-6.742099272080701,-1.02401455641932,0.4283135968217439,0
58,69.99,Bank0,Visa,chip,m,ATM,-1.3269429745327,0.12355728238233,1.76125818844145,-1.7960556525599398,0
51,6.9,Bank3,Visa,INTERNET,m,INTERNET,1.231153901972,-0.0789886338767005,0.5710425459914239,-0.10973795915958198,0
59,39.99,Bank3,Visa,chip,m,POS,1.99122945776819,-0.334358399762389,-1.17934303119797,0.454579367171344,0
63,63.9,Bank4,Master_Debit,chip,f,ATM,-0.34239269034995695,-0.151696982574752,1.22223553030459,-0.97625000146835,0
33,46.53,Bank5,Visa_Debit,magnetic,f,POS,1.9394384014719999,0.115917388961643,-3.67492583036546,0.49011985727704704,0
54,150.0,Bank3,Visa,INTERNET,m,INTERNET,0.964814360971466,-0.271364448333377,0.343343654919154,1.25262396577169,0
61,30.2,Bank1,Visa,chip,f,ATM,2.04820447064919,-0.135551019785426,-1.6238117081340502,0.158685625746681,0
47,130.07,Bank0,Visa,magnetic,f,POS,-1.28969898305802,-0.959548149606157,0.951773443240016,-3.43741137002921,0
45,10.0,Bank4,Master,INTERNET,m,INTERNET,-3.2897084521018396,1.36065541362474,0.0622393432420477,-3.1759927509011696,0
31,19.21,Bank6,Master,chip,m,ATM,1.39492063170495,-0.6477117205298379,-0.0188262935551172,-1.13062502637206,0
39,642.2,Bank1,Visa,magnetic,m,POS,-1.4353762893078998,0.35954821416466604,-1.00682276199183,-0.6079657041376889,0
22,19.0,Bank5,Visa,INTERNET,f,INTERNET,-1.24835234477341,0.819611393477854,-0.13674625843410002,-2.207682740073,0
24,25.45,Bank4,Visa,chip,m,POS,-1.03008611291802,0.968616478112884,1.4682504629081101,0.575241864901378,0
38,6.800000000000001,Bank6,Visa,internet,f,INTERNET,1.10280432542075,2.82916799881581,-3.93287026485548,4.70769143992869,1
62,1.77,Bank1,Visa,chip,m,POS,-0.281743300304919,0.6235958267932801,2.20933177073688,-0.14861323996976,0
53,124.0,Bank0,Visa,chip,f,POS,2.00670596746206,-1.35380239057659,-0.9153390412898751,-1.00450807702652,0
65,4.99,Bank5,AmEx,INTERNET,f,INTERNET,-0.624261592041726,0.9876392624877329,-0.256714035346645,-0.311557656307505,0
47,99.36,Bank3,Visa_Debit,INTERNET,f,INTERNET,-0.7263337178306758,1.0504601738967,0.9789920067125559,1.14926800528953,0
31,153.77,Bank1,Visa_Debit,chip,f,POS,-1.32296753617342,0.14699893811341197,2.3510207277761697,3.01246344692482,0
75,5.45,Bank1,Master,chip,f,POS,-1.54443797711745,-0.281298137522186,1.8286215208066499,-1.1944736515118,0
67,66.17,Bank0,Visa_Debit,INTERNET,m,INTERNET,1.85222901795955,-0.44714942151089104,-0.5285951989062599,0.27880987805485496,0
54,83.4,Bank4,Visa,chip,f,POS,0.9009149775290219,-0.474214051594467,0.57938014989143,0.41940682833771004,0
39,3.0,Bank2,Visa,chip,m,POS,1.1305113315425501,-1.11554485619245,1.7272487049482301,-0.892200374800646,0
63,60.0,Bank1,Visa,INTERNET,f,INTERNET,1.90424582035056,-1.21955900205149,0.415838622847358,-0.23060751641339602,0
68,74.0,Bank5,Visa,INTERNET,f,INTERNET,1.9295126374076204,-0.512670613934225,-1.9418150831709098,0.35690498072478993,0
75,114.01,Bank1,Visa,chip,f,POS,1.05617428024422,-1.10386209511236,1.45267179118006,-0.447606573974918,0
20,10.0,Bank3,Visa_Debit,INTERNET,f,INTERNET,-0.284513743808607,1.1653734386448402,0.17771664693264802,-0.3784056721902171,0
45,1.0,Bank0,Master_Debit,magnetic,f,POS,2.04667587691289,-0.0437911747839689,-1.42126818308081,0.164901223087694,0
41,15.0,Bank2,Visa,INTERNET,m,INTERNET,-0.4507767773489121,0.19534078034613103,1.85770010835578,-0.848921259401845,0
18,200.0,Bank2,Master,chip,m,POS,-1.33946611127688,-0.729301792167666,2.59274413365269,-1.2093986697423702,0
72,1.0,Bank0,Visa,chip,f,POS,2.11996961277113,-0.0244720726430783,-1.5352425922108999,0.206562929668427,0
71,1.0,Bank4,Visa_Debit,INTERNET,f,INTERNET,-0.947770869616522,1.1504902231009901,-1.0710513715286,-0.7726022290099069,0
68,10.0,Bank6,Visa,magnetic,f,ATM,1.1402079537113898,1.15643107873873,-1.4715779674081901,2.07627840454674,1
32,72.5,Bank3,Visa,chip,f,ATM,1.3404263377558798,-0.949480996493793,-1.26063693854868,-1.65557688359918,0
45,0.69,Bank8,Visa,INTERNET,m,INTERNET,-0.31737648733740503,0.676807037887,0.770724376011716,-1.6026813669356101,0
67,57.4,Bank2,Visa_Debit,INTERNET,m,INTERNET,1.2575829923506299,-0.45640304347358207,0.152057908364255,-0.5150163524098379,0
20,0.0,Bank0,Visa,INTERNET,m,INTERNET,-1.6634438880704299,0.5796003800721171,2.73137587972908,3.21460639424055,0
77,35.03,Bank3,Master,chip,m,POS,-0.415611434087214,0.650713202190577,1.55639288021308,0.066756818757479,0
24,13.04,Bank0,Master,INTERNET,m,INTERNET,-2.01131999314343,0.175051752850247,2.1058729743782,0.9823707029219679,0
63,134.96,Bank2,Visa_Debit,chip,f,POS,-2.33738119539369,-1.19922746476349,0.5705388760850779,-1.113381127753,0
23,28.74,Bank5,Master,magnetic,m,POS,1.0805980188116,-0.31096711895871504,1.0844728851086098,0.6351869876562,0
42,28.52,Bank1,Visa,INTERNET,m,INTERNET,-0.6932740511218239,0.691969079024693,2.9075434048362796,0.145825647574342,0
78,7.44,Bank1,Visa,INTERNET,m,INTERNET,-0.6365378560569871,1.25277250451376,1.32082747896764,0.100028099834172,0
45,630.66,Bank2,Visa_Debit,chip,m,ATM,-1.6185762197513203,-1.88706545749926,1.05967276764502,-1.6657699209022798,0
78,538.59,Bank0,Master,chip,f,POS,0.865927226598414,-2.27216224069429,-1.5423497603912,0.30874685630465304,0
32,0.69,Bank0,Visa_Debit,INTERNET,m,INTERNET,1.2593507407799398,0.44956162193017996,-0.22936253215443103,0.911807437069208,0
62,254.98,Bank0,Visa,magnetic,f,ATM,1.8169456390105398,-1.3468502884705902,-2.8663632151073504,-0.850294979662352,0
69,263.5,Bank12,Visa_Debit,chip,m,ATM,1.60951650771403,-2.07029946448645,0.0593247200458137,-0.623042440855918,0
42,2.92,Bank2,Master,chip,f,ATM,2.1040229738774396,-0.268963094048195,-1.89121048590094,-0.0132952587720594,0
18,33.6,Bank0,Visa_Debit,INTERNET,m,INTERNET,-0.8865296043026779,1.18587702507848,1.22598202785656,0.0374224729592974,0
54,5.98,Bank7,Visa,magnetic,f,POS,-0.359538330789951,1.1677313127146298,1.31021056136983,0.0610009701921317,0
22,40.3,Bank2,Master,chip,f,POS,1.8106214630972202,-0.559372716814611,-0.522725545757976,0.37290606703376294,0
56,1.0,Bank2,Visa,chip,m,POS,-1.3062313074057799,1.4916234697221398,-1.7345351740581203,-0.156024861906394,0
51,15.99,Bank2,Visa,INTERNET,f,INTERNET,1.27731460975048,0.0637871642736025,-1.3103980644933302,-0.0504390987498324,0
62,37.1,Bank2,Master,chip,m,ATM,1.9942358967303402,-1.2379583002066201,0.212413953744792,-0.525412876911345,0
64,209.0,Bank5,Visa_Debit,magnetic,m,POS,0.45970681209530895,-1.3667837945425099,1.7067731915449598,1.65250982446355,0
23,1.9,Bank3,Visa_Debit,chip,m,ATM,2.05854925190041,0.10999199188970199,-1.72609588866978,0.5513649245940739,0
25,11.0,Bank4,Visa,internet,m,INTERNET,-4.2805838316779194,1.4211000074166498,-3.90822884348162,2.94294608011161,1
58,111.9,Bank7,Visa,INTERNET,f,INTERNET,2.08185965627379,-1.8667873851491699,-1.2091582845774198,-1.42718329819487,0
39,12.31,Bank4,Visa_Debit,chip,f,ATM,1.18094316453657,0.191379958828153,0.00903782716706571,0.8914883341363299,0
23,5.87,Bank3,Visa,chip,f,POS,-0.060135971464414004,1.00981060153157,-0.458449652332016,-0.4192654860592271,0
43,68.4,Bank0,Master_Debit,INTERNET,f,INTERNET,2.0805749595753,-0.8491842828327409,-1.3846930871227399,-0.515421478686705,0
29,15.0,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.50113674446283,-0.7527429593251089,-0.0395176023277035,-1.41008909461025,0
25,27.44,Bank2,Master_Debit,INTERNET,m,INTERNET,2.0635719279652602,-0.9707921168906001,0.0697906656215525,-0.34286387529999895,0
20,228.0,Bank8,Visa,INTERNET,m,INTERNET,-1.4680907509699899,-0.9159588861468071,1.4134480227904098,-0.157198537931202,0
32,1117.0,Bank1,Visa_Debit,magnetic,m,ATM,-5.685013418271331,5.77651621042963,-7.064976728615131,5.902715451510691,1
42,0.0,Bank1,Visa_Debit,chip,m,ATM,1.23363104335736,-0.0880814472042381,0.6438327020809941,0.857343940928864,0
62,39.1,Bank11,Master,magnetic,m,ATM,-0.906402707361086,0.553506301747606,1.46251900076924,-1.15489385926424,0
18,0.99,Bank1,Master,chip,f,POS,1.28532698972952,0.126358754832229,0.471975632679372,0.523412436403035,0
27,152.07,Bank9,Visa_Debit,INTERNET,f,INTERNET,-0.736701952131364,-1.0227050603427599,1.3925149458006498,-1.3639574080251202,0
74,36.0,Bank7,Visa_Debit,chip,f,ATM,1.8073976679133301,-0.38864710323817103,-1.0880759779081,1.3318258460539198,0
44,14.92,Bank0,Visa,magnetic,m,POS,-1.19052687198303,1.40717318001836,-1.29700634173946,-1.0887471207261499,0
38,224.7,Bank8,Visa,internet,m,INTERNET,-4.66650010041278,-3.95232008590575,0.206093981663422,5.153524617523139,1
25,2.28,Bank5,Visa,chip,f,POS,0.0849610433434448,0.754429595129173,-0.304413510460873,-1.06353903496888,0
48,1.98,Bank1,Master,INTERNET,f,INTERNET,-0.446643031764714,1.11792012431627,-0.138088647314599,-0.831947069211611,0
47,24.99,Bank8,Master_Debit,INTERNET,f,INTERNET,2.11639446266858,-0.733238525652627,-1.07193871882871,-0.526022924880466,0
44,92.63,Bank1,Visa,INTERNET,f,INTERNET,-1.58647669022847,-0.7333301114005409,2.5655625060103198,-0.8049445909761691,0
28,14.2,Bank6,Visa_Debit,chip,f,ATM,-0.729517771483094,0.11109440631446302,1.58338220573926,1.3761263292831698,0
50,41.59,Bank2,Master,INTERNET,f,INTERNET,1.09407946338107,-0.101650144146772,0.745132614278798,0.801858305693477,0
28,595.0,Bank1,Visa,chip,m,ATM,-1.66584715862582,-1.4313357382334098,1.51104280311824,-1.71203656321576,0
31,1.0,Bank8,Visa_Debit,magnetic,m,ATM,2.07549481157859,0.0520266925119862,-1.43850257868086,0.157719318445936,0
30,41.18,Bank0,Visa,chip,f,POS,-0.0483211514316694,0.24092648308533804,-0.0120907467921007,-1.2698476477017602,0
43,1.51,Bank6,Visa_Debit,INTERNET,m,INTERNET,-0.547294051289902,1.2513873787935499,2.65432949568361,2.5365360202296903,0
79,62.0,Bank0,Master,INTERNET,m,INTERNET,1.17635579729276,-1.11613769677317,0.992765099958593,-0.1954817423012,0
29,20.0,Bank0,Visa,chip,f,ATM,2.04199735898887,-0.445939988280372,-1.17520845166429,-1.7312622519478402,0
29,172.5,Bank6,AmEx,INTERNET,m,INTERNET,1.16776531522123,-1.8200450473463101,0.8877819186762559,-1.4788691932887599,0
47,0.1,Bank1,Visa,magnetic,f,ATM,-3.7656801220835,5.8907352377921,-10.2022676310229,10.259035976621801,1
52,77.05,Bank2,Visa,INTERNET,f,INTERNET,-6.345514273262251,5.473243505337059,-3.45844469987696,-0.9292355903407529,0
63,77.0,Bank2,Visa_Debit,magnetic,m,POS,1.81685657953868,-0.34111953509554604,-0.495798765930018,1.07211274820373,0
46,15.95,Bank2,Visa_Debit,magnetic,m,POS,1.93404613277505,-0.582907699626835,0.127846876748736,0.388987093261721,0
23,1.0,Bank1,Visa_Debit,chip,m,POS,-0.7069525562107579,0.890511825555657,2.04062377618147,-0.482876147454236,0
23,26.95,Bank3,Master_Debit,INTERNET,f,INTERNET,1.43663771850741,-0.842811175740323,0.41306989548465206,-1.3319265135266,0
62,22.799999999999997,Bank3,Visa_Debit,internet,m,INTERNET,-1.4568763177056203,3.7403055608011297,-7.40451844591174,7.440964035907349,1
44,1.0,Bank0,Visa_Debit,chip,f,ATM,1.8454800127007198,0.288378040693469,0.223271270745719,3.67545704228086,0
74,41.88,Bank1,Master_Debit,chip,f,POS,-0.8056286604310942,0.0386764966108296,0.295724779260968,-0.884235293408491,0
57,26.59,Bank0,Master,INTERNET,m,INTERNET,-0.907794925898602,0.8014879061889421,0.687694064334648,0.299903181448838,0
20,15.68,Bank9,Visa,chip,f,POS,-1.35173473133993,1.67732581178112,-1.12414371515975,-0.870846963877481,0
49,45.0,Bank1,Visa,magnetic,f,POS,1.4410533278697601,-1.04140216346883,0.7012122588095601,-1.31521033153509,0
69,68.97,Bank2,Master_Debit,chip,f,ATM,1.2510669119508702,-0.6447521924489829,0.370734464887611,-0.668294224114028,0
20,10.0,Bank4,Visa,internet,m,INTERNET,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,1
77,69.17,Bank4,Visa_Debit,INTERNET,f,INTERNET,-0.476645596393258,0.9224283173464342,2.18004189808054,2.15087242778278,0
42,18.88,Bank4,Visa,chip,f,POS,-0.867760905412976,0.903545629789985,-0.0734609600071446,1.38485879054412,0
29,6.05,Bank6,Visa_Debit,magnetic,m,POS,-3.86839250430996,2.8263738713474797,-1.4056259622017802,-3.8625845468215902,0
47,9.39,Bank3,Visa_Debit,chip,f,ATM,-0.7854502703998659,-0.328971940004931,1.83135396198547,-1.6262669628277902,0
74,1.98,Bank4,Visa_Debit,chip,f,POS,1.28146397336772,0.366368283805152,0.16159404377200198,0.606211970341913,0
73,39.0,Bank2,Visa,chip,m,POS,-1.37117808661349,0.542605213481052,0.659239978684916,-2.13391388969046,0
31,1.0,Bank4,Visa_Debit,chip,m,POS,-0.41550247783306604,0.33969835006938304,0.300767317622051,-0.331042323064514,0
53,42.85,Bank1,Master_Debit,INTERNET,f,INTERNET,1.2137665252567098,0.20010954980873602,-0.0857629139649086,0.28966160179988204,0
52,44.25,Bank0,Master,INTERNET,m,INTERNET,-1.10101122447235,0.479355410255166,0.8811139651980591,-0.8748635755993821,0
42,15.0,Bank5,Master,INTERNET,m,INTERNET,2.24259276284036,-1.3364682752480601,-0.8217322946256942,-1.55980514089234,0
54,1.0,Bank0,Visa,chip,m,POS,-0.276810621222177,1.03295287757867,1.22831357298333,2.39885503174102,0
72,40.04,Bank3,Visa,INTERNET,f,INTERNET,1.4304253361938601,-0.9030193808706279,0.217173910324063,-1.39721977775724,0
22,17.9,Bank3,Visa_Debit,magnetic,f,POS,-0.427101794269473,0.705038280177748,1.19613827089218,-0.578203771200032,0
76,29.95,Bank4,Visa,chip,f,POS,-0.362211311239705,0.429058175354956,1.4591087760866397,-0.41506308381959794,0
31,849.15,Bank3,Visa,chip,f,POS,-0.16190754175420097,-3.7599370559274305,-0.41683560029766203,-0.5820815002047961,0
24,8.72,Bank12,Visa_Debit,magnetic,f,ATM,-1.0533562078262,0.9116787694539459,1.66980465119288,1.4005651645006,0
28,15.41,Bank3,Master,chip,m,ATM,-0.92388193167078,0.380784335824657,1.6976620475943702,-1.5198219012402299,0
44,64.96,Bank1,Visa,magnetic,f,POS,2.1444645399267803,-0.959827463236128,-2.20914718909327,-1.0770632225622099,0
25,9.99,Bank0,Visa,magnetic,f,ATM,1.9660172431590701,-0.38482359839746705,-0.21914245357017498,0.5210301169129671,0
70,78.0,Bank9,Visa,magnetic,m,ATM,1.29181300417629,-0.6110097710591279,0.49788179247936204,-0.704379817336119,0
18,68.58,Bank1,AmEx,chip,m,ATM,-2.5440797850103998,1.64094723038663,1.4926741920210502,-0.8305154438455021,0
26,4264.0,Bank7,Visa,internet,f,INTERNET,-3.17081841545902,0.185734554774403,-3.39985157931162,3.7611552903487597,1
31,17.19,Bank0,Visa,INTERNET,f,INTERNET,1.98383477414859,-0.314279005036085,-0.9756453818650691,0.614446764318099,0
70,5.74,Bank4,Visa_Debit,INTERNET,f,INTERNET,-3.5356852372793504,3.5640323787018198,-2.39192515377166,0.5748233760173089,0
32,65.94,Bank1,Visa,INTERNET,m,INTERNET,1.9399081975085402,-0.22399077768499698,-1.4160811564318,0.620650442410611,0
45,0.89,Bank2,Visa_Debit,INTERNET,f,INTERNET,2.0670281348445703,0.118877770523504,-0.9023776593533801,0.6142421675588361,0
66,53.21,Bank4,Master,chip,f,POS,1.14628643096295,-0.35828225693627097,0.688945355354043,0.382457177764424,0
27,30.0,Bank4,Master_Debit,chip,m,POS,2.25514307532006,-1.4624392304415401,-1.05694817353327,-1.64160703445133,0
43,77.97,Bank6,AmEx,INTERNET,f,INTERNET,1.3317862435642902,-0.79878634286951,-0.955476246896289,-1.5870849247549,0
39,434.9,Bank12,Master,INTERNET,m,INTERNET,-1.03212153296875,-2.8506164017310898,0.6431756449819079,-1.6039388145170101,0
65,4.0,Bank5,Visa,INTERNET,f,INTERNET,1.3153621427886102,-0.20758613001692197,-1.11848581509754,-0.745057898491164,0
61,12.98,Bank2,Master,INTERNET,f,INTERNET,-0.46905444111333294,1.10316677096125,0.960921876505184,0.173697552431691,0
58,3119.1000000000004,Bank3,Visa_Debit,chip,m,ATM,-6.00342167645829,-3.93073139597263,-0.007045455117280659,1.71466918264498,1
58,4.49,Bank4,Visa_Debit,chip,f,ATM,1.99950276984424,-0.104148622451331,-1.0097832167923901,0.313397278570677,0
63,1.16,Bank6,Visa,chip,f,POS,-0.767143312543353,0.25696537489300697,1.19064422846555,-1.27468379122313,0
40,1.52,Bank0,Visa_Debit,INTERNET,f,INTERNET,1.09034744347444,0.0520066179267191,1.38166215169476,2.7257475638142097,0
48,79.0,Bank5,Visa,magnetic,m,ATM,-0.8106912021923521,1.18391076350007,-0.496162661049354,1.24397831889343,0
